FileName, CommitSha
AnalyticsRules/Azure_Sentinel_analytic_rule1.json,dc22e547b20c9e46688d6369e80582fbb27818b2
AnalyticsRules/Azure_Sentinel_analytic_rule2.json,e459e0e44334c989930209c1d7932345d0d4277a

